Pcode,Town,District,dis_code,Province,Geo_x,Geo_y,B,S,Ignore_prov,Ignore_district,Ignore_description
1414,LAMBTON,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2525065,28.1870593,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1415,EDUWIN,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2146699,28.160479,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1416,PRIMROSE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.18883,28.16096,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1417,PRIMROSE HILL,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1961,28.13912,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1418,ELSPARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2592189,28.2186398,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1419,GOSFORTH PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.23409933,28.13292893,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1420,SYMRIDGE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1728299,28.17179,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1421,TOKOZA,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.35478,28.13108,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1422,WADEVILLE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.263217,28.17777,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1423,RONDEBULT,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2898808,28.2294385,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1424,LEONDALE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.30823,28.18744,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1425,SPRUITVIEW,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3248911,28.1906193,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1426,BASOTHONG SECTION,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2707593,28.1122679,,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1427,PHOLA PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.35478,28.13108,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1428,BUHLE PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2258734,28.1707794,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1429,ACTIVIA PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1688648,28.1875978,,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1430,ROODEKOP EXT 21,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.31494638,28.19729099,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1431,ADMINISTRASIE BLOK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2707593,28.1122679,,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1432,KATLEHONG,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.38066,28.19386,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1433,KWENELE EXT 2,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3636257,28.2161122,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1434,DIKOLE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3697774,28.1604284,,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1435,SUNRISE VIEW,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.39157,28.19707,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1436,ZONKEZIZWE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.38066,28.19386,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1437,MOLELEKI,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3693305,28.1666455,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1438,HEIDELBERG,Sedibeng District Municipality,DC42,Gauteng,-26.499262,28.363533,Y,Y,Gauteng,DC42,Sedibeng District Municipality
1439,RENSBURG,Sedibeng District Municipality,DC42,Gauteng,-26.528906,28.364841,Y,Y,Gauteng,DC42,Sedibeng District Municipality
1440,THEODON,Sedibeng District Municipality,DC42,Gauteng,-26.499262,28.363533,Y,,Gauteng,DC42,Sedibeng District Municipality
1441,BERGSIG,Sedibeng District Municipality,DC42,Gauteng,-26.4765525,28.3447338,Y,Y,Gauteng,DC42,Sedibeng District Municipality
1442,BERGSIG,Sedibeng District Municipality,DC42,Gauteng,-26.495527,28.381456,Y,Y,Gauteng,DC42,Sedibeng District Municipality
1443,RATANDA,Sedibeng District Municipality,DC42,Gauteng,-26.551534,28.330004,Y,Y,Gauteng,DC42,Sedibeng District Municipality
1444,OVERKRUIN,Sedibeng District Municipality,DC42,Gauteng,-26.483272,28.346269,Y,Y,Gauteng,DC42,Sedibeng District Municipality
1445,KATLEHONG SOUTH,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.38066,28.19386,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1446,BOKSBURG WEST,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1992838,28.2435175,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1447,MEYERSDAL,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.29457,28.10213,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1448,ALBERTSDAL,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.345253,28.111835,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1449,ALBERANTE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2784557,28.1078787,,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1450,ALBERTON,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.270247,28.1204349,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1451,ALRODE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3220969,28.1376269,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1452,BRACKEN GARDENS,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.327648,28.098754,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1453,VERWOERDPARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2753869,28.139995,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1454,BRACKENDOWNS,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.346724,28.099961,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1455,EDEN PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.377637,28.127496,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1456,ALBERTON NORTH,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.258384,28.12886,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1457,RANDHART,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.294766,28.107572,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1458,EDEN PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3798285,28.1210458,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1459,ANDERBOLT,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1959924,28.2731269,,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1460,BOKSBURG,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.223476,28.253434,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1461,BOKSBURG NORTH,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2228499,28.2527,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1462,EAST RAND,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1798314,28.2421548,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1463,CINDA PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.235678,28.2812631,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1464,FONTEINRIET,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.223476,28.253434,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1465,ATLASVILLE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.160566,28.285034,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1466,REIGERPARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2257539,28.230692,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1467,WITFIELD,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1883899,28.206086,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1468,RUSLOO,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.35038,28.20019,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1469,JET PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.160533,28.220903,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1470,SUNWARD PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.259773,28.258016,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1471,WINDMILL PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.284706,28.261967,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1472,IMPALA PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.166416,28.274182,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1473,VOSLOORUS SOUTH,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.35038,28.20019,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1474,DAWN PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.316553,28.248634,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1475,DINDELA,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-25.0711446,29.7107494,,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1477,WESTWOOD,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1884786,28.2793396,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1478,BOKSBURG EAST,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.219703,28.2801909,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1479,VILLA LISA,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.319842,28.254974,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1481,MAYBERRY PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.331464,28.118101,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1482,RAMAPHOSA EXT 5,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.223476,28.253434,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1483,JET PARK SPEED SERVICES,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.223476,28.253434,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1484,BUHLE PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2815504,28.2021729,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1485,VAN DYKPARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1824,28.17299,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1486,VOSLOORUS,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3429887,28.2071471,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1488,PALM RIDGE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.38896,28.14061,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1489,KHUMALO,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2146699,28.160479,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1490,NIGEL,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.41878,28.47093,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1491,ALRA PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.4358422,28.5082921,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1492,JAMESON PARK,Sedibeng District Municipality,DC42,Gauteng,-26.4512,28.41778,Y,,Gauteng,DC42,Sedibeng District Municipality
1494,DUDUZA,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3738518,28.403847,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1495,ALRAPARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.4185848,28.4670958,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1496,BLUEGUM,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3817455,28.3900204,,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1497,BLUEGUMVIEW EXT 1,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3817455,28.3900204,,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1498,SHARON PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.32647,28.43844,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1499,BLUEGUMVIEW,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3821367,28.3903692,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1500,BENONI,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1948,28.30871,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1501,RYNFIELD EXT 10,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.12961,28.33921,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1502,BENONI SOUTH,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.19297,28.30449,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1503,BENONI WEST,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.19332,28.30051,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1504,BENORYN,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1948,28.30871,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1505,BRENTWOOD PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.13343,28.29238,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1506,ACTONVILLE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.21625,28.30555,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1507,DAVEYTON,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.15185,28.41824,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1508,DUNSWART,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2069081,28.2841452,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1509,BENONI SMALL FARMS,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.12127,28.3241,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1510,BAPSFONTEIN,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-25.94201112,28.39053171,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1511,NORTHMEAD,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1611,28.31564,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1512,PETIT,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.089824,28.3642928,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1513,CLOVERDENE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1444,28.36701,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1514,RYNFIELD,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.157,28.34449,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1515,CRYSTAL PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.13387,28.36701,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1516,WATTVILLE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.21995,28.2954,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1517,WELBEKEND,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1948,28.30871,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1518,FARRARMERE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1678,28.29323,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1519,ETHWATHWA,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.117198,28.457569,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1520,BENONI EXT 16,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1510854,28.3695699,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1521,BHEKIMFUNDO,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.15185,28.41824,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1522,THE FALLS,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.11646,27.88809,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1523,CLOVERDENE EXT 39,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1948,28.30871,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1524,MODDERBEE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.0562551,28.3578828,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1525,LAKEFIELD,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.18132,28.29021,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1526,MODDERBEE PRISON,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1948,28.30871,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1527,BENONI NORTH,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.11107,28.32028,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1540,BRAKPAN,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2336199,28.37234,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1541,KENLEAF EXT 1,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.25197,28.35551,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1542,BRENTHURST,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2256399,28.3613608,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1543,DALPARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.255244,28.321452,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1544,DALVIEW,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.25149,28.35171,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1545,BRAKPAN NORTH,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.20522501,28.3827303,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1546,GELUKSDAL,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.33994,28.36174,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1547,TREKKER,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2336199,28.37234,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1548,TSAKANE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.353905,28.387157,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1549,SUNAIR PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.26973,28.34579,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1550,CENTRAL SECTION,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2707593,28.1122679,,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1551,TSAKANE EXT 12,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.3770118,28.3788872,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1552,DALPARK EXT 5,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.24927,28.3152732,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1553,LEACHVILLE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2408273,28.316379,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1554,VULCANIA,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.25853,28.372544,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1558,EASTVALE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.18192,28.43288,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1559,BAKERTON,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2237359,28.4717975,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1560,SPRINGS,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.25727,28.44359,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1562,GEDULD,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.24156,28.43451,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1563,KWATHEMA,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.311536,28.404344,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1564,RIVERFIELD,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2547222,28.4427778,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1565,PAYNEVILLE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.22917,28.46011,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1566,PETERSFIELD,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.23261,28.43683,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1567,SELCOURT,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.30438,28.44506,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1568,EAST GEDULD,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2231266,28.4385212,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1569,DERSLEY PARK,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.192492,28.4234069,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1570,STRUBENVALE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.25589,28.47697,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1571,KWATHEMA WEST,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.25727,28.44359,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1572,WELGEDAG,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2070491,28.4998687,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1574,ENDICOTT,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.29895546,28.58477856,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1575,INTERLAND,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.0574497,27.8952646,,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1576,KWATHEMA EXT,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.311536,28.404344,Y,,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1577,EDELWEISS,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.27808,28.46312,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1578,BAKERTON,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.22675,28.47173,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1590,DUNNOTTAR,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.34338,28.43624,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1600,ISANDO,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.131736,28.211449,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1601,ELANDSFONTEIN,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.2788023,28.1349434,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1609,GREENSTONE HILL,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1177448,28.1474019,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1610,EDENVALE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1459774,28.1553466,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1611,HURLYVALE,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.14788,28.16283,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1612,DOWERGLEN,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.1502,28.14258,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
1613,EDEN GLEN,Ekurhuleni Metropolitan Municipality,EKU,Gauteng,-26.13761,28.16954,Y,Y,Gauteng,EKU,Ekurhuleni Metropolitan Municipality
